title,price,Name:,Yacht Type:,"Series, Model, Class:",Builder:,Length Overall:,Length at Waterline:,Beam:,Max Draught:,Gross Tonnage:,Displacement Tonnage:,Year of Build:,Hull Type:,Number of Decks:,Classification:,Max Speed:,Cruising Speed:,Fuel Capacity:,Range:,V1,Engine Make:,Total power:,Hull:,Superstructure:,Deck:,Guests:,Passenger Rooms:,Master Rooms:,Double Rooms: ,Twin Rooms:,Yacht Subtype:,Interior Designer:,Refits:,Hull Number:,Water Capacity:,Naval Architect:,Exterior Designer:,VIP Rooms:,Build time:
BALISTA for sale,"$17,900,000",BALISTA,Motor Yacht,Akhir 46,Cantieri di Pisa ,46.57  metres,36.9  metres,8.7  metres,2.6  metres,487,245,2013,Deep V / Planing,3,ABS,22  kn,17  kn,46000  litres,1568  nm,@ 15  kn,MTU ,9340hp ,GRP,GRP,Teak,12,7,1,2,2,Planing Fast Yacht ,Mark Berryman ,2019-01-01,687,6000  litres,Cantieri di Pisa ,Carlo Galeazzi ,1,NA
LADY EMMA for sale,"€2,950,000",LADY EMMA,Motor Yacht,NA,Camper & Nicholsons ,24.84  metres,23.38  metres,4.57  metres,1.77  metres,87,NA,1930,NA,NA,(LR),14  kn,12  kn,7046  litres,NA,NA,Gardner ,350hp ,Steel,"Mahogany,Teak",Teak,5,NA,NA,NA,NA,Classic Yacht ,NA,"1975-01-01,1994-01-01,1988-01-01",376,4068  litres,Charles E. Nicholson ,Charles E. Nicholson ,NA,NA
AZTECA II for sale,"$20,000,000",AZTECA II,Motor Yacht,NA,Nereids ,49.7  metres,43.13  metres,10  metres,2.65  metres,497,560,2005,Full Displacement,3,BV,17  kn,16  kn,105000  litres,5400  nm,@ 12  kn,Caterpillar ,4500hp ,Steel,Aluminium,Teak,12,6,1,2,2,NA,Luxury Projects ,NA,001,17000  litres,Turhan Soyaslan Design ,Michael Leach Design ,1,NA
INTI CUBE for sale,"€3,600,000",INTI CUBE,Sail Yacht,94,Wally ,28.54  metres,26.68  metres,6.4  metres,4.2  metres,NA,45,2005,Monohull,NA,RINA,12  kn,10  kn,1800  litres,750  nm,@ 10  kn,Cummins ,250hp ,Carbon,Carbon,"Teak,Carbon",8,4,NA,NA,NA,Monohull ,"Wally, Luca Bassani Design ",2016-01-01,94.4 FR,1200  litres,German Frers ,"Wally, Luca Bassani Design ",NA,NA
MILU II for sale,"€1,400,000",MILU II,Motor Yacht,Mangusta 80 HT,Overmarine ,25.07  metres,NA,5.9  metres,metres 1.7,NA,48  metres,2009,Deep V / Planing,2,NA,42  kn,38  kn,6000  litres,340  nm,@ 25  kn,MTU ,4900hp ,GRP,GRP,"GRP,Teak",7,3,1,1,1,"Sports/Open Motor Yacht, Planing Fast Yacht ",Overmarine ,2019-01-01,NA,1300  litres,Overmarine ,Overmarine ,NA,NA
AQUON ONE for sale,"€7,400,000",AQUON ONE,Motor Yacht,NA,Latitude Yachts ,19.48  metres,NA,9.49  metres,0.74  metres,NA,30,NA,NA,NA,DNV,16  kn,8  kn,NA,NA,NA,Electric ,NA,NA,NA,NA,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28M for sale,"£3,350,000",28M,Motor Yacht,28M,Sunseeker ,28.2  metres,NA,6.5  metres,2.05  metres,103,NA,2014,Deep V / Planing,2,RINA,25  kn,20  kn,9000  litres,300  nm,@ 20  kn,MTU ,3900hp ,GRP,GRP,Teak,8,4,1,NA,2,NA,NA,NA,6331492,1500  litres,NA,NA,1,NA
RSC 1900 for sale,"€2,049,000",RSC 1900,Sail Yacht,NA,RSC,19.2  metres,17.3  metres,5.3  metres,2.65  metres,NA,30,2022,NA,NA,NA,16  kn,10  kn,800  litres,NA,NA,Volvo-Penta D3-150 ,NA,NA,NA,NA,6,3,NA,NA,NA,NA,NA,NA,NA,1250  litres,NA,Kees van de Stadt,NA,NA
WERE DREAMS for sale,"€25,000,000",WERE DREAMS,Motor Yacht,LE 171,Amels ,52.3  metres,46.9  metres,9  metres,3.15  metres,642,706,2008,Full Displacement,3,LR,15.5  kn,13  kn,115000  litres,4500  nm,@ 13  kn,MTU ,2854hp ,Steel,Aluminium,Teak,10,6,1,2,2,NA,NA,NA,453,17000  litres,NA,NA,NA,NA
ARISTARCHOS for sale,"€8,500,000",ARISTARCHOS,Sail Yacht,131,Nautor's Swan ,39.99  metres,34.7  metres,8.3  metres,4.7  metres,185,205,2006,Monohull,NA,BV,14  kn,12.5  kn,12000  litres,2000  nm,@ 11.5  kn,Caterpillar ,980hp ,GRP,GRP,Teak,9,NA,NA,NA,NA,NA,NA,NA,131-001,3600  litres,NA,NA,NA,NA
COUACH 3300 FLY for sale,"€3,600,000",COUACH 3300 FLY,Motor Yacht,3300 Fly 4,Couach Yachts ,35  metres,29.4  metres,6.8  metres,1.8  metres,172,100,2008,Deep V / Planing,2,BV,32  kn,29  kn,20000  litres,900  nm,@ 12  kn,MTU ,4800hp ,GRP,GRP,Teak,10,NA,NA,NA,NA,NA,NA,NA,3304 FLY,2000  litres,NA,NA,NA,NA
MYSTERY for sale,"€3,600,000",MYSTERY,Sail Yacht,112,Nautor's Swan ,34.34  metres,28.16  metres,7.42  metres,4.4  metres,119,110,2000,Monohull,NA,BV,12  kn,10  kn,6800  litres,2200  nm,@ 10  kn,MTU ,415hp ,GRP,GRP,Teak,8,4,1,NA,3,NA,NA,2008-01-01,112/002,2950  litres,NA,NA,NA,NA
SLIP AWAY for sale,"€1,350,000",SLIP AWAY,NA,NA,Baia ,22.88  metres,NA,6.05  metres,1.1  metres,78.4,NA,2008,GRP,NA,NA,51  kn,42  kn,6100  litres,320  nm,@ 38  kn,MTU ,4800hp ,NA,NA,NA,6,3,NA,NA,NA,NA,NA,NA,NA,1500  litres,NA,NA,NA,NA
SLIP AWAY for sale,VAT paid,SLIP AWAY,NA,NA,Baia ,22.88  metres,NA,6.05  metres,1.1  metres,78.4,NA,2008,GRP,NA,NA,51  kn,42  kn,6100  litres,320  nm,@ 38  kn,MTU ,4800hp ,NA,NA,NA,6,3,NA,NA,NA,NA,NA,NA,NA,1500  litres,NA,NA,NA,NA
OLGA I for sale,"€2,800,000",OLGA I,Motor Yacht,29DP,Maiora ,28.7  metres,NA,2.4  metres,2.05  metres,120,NA,2012,Deep V / Planing,2,RINA,25  kn,20  kn,12000  litres,500  nm,@ 22  kn,MTU ,NA,NA,NA,NA,10,4,NA,NA,NA,NA,NA,2017-09-01,NA,2410  litres,NA,NA,NA,NA
CEFEA for sale,"€22,900,000",CEFEA,NA,Solaris 111,Solaris Yachts ,33.77  metres,32.16  metres,7.9  metres,6.05  metres,133,75,2020,Monohull,NA,RINA,14  kn,10.5  kn,4370  litres,NA,NA,Cummins ,425hp ,"Carbon Fibre,Composite","Carbon Fibre,Composite",Teak,9,4,1,NA,3,NA,NA,NA,111/01,1700  litres,NA,NA,NA,NA
QART HADASHT for sale,"€10,950,000",QART HADASHT,Motor Yacht,116 Yacht,Sunseeker ,35.2  metres,27.47  metres,7.33  metres,2.39  metres,245,135.4,2018,Deep V / Planing,2,RINA,25  kn,26  kn,14450  litres,1250  nm,@ 12  kn,MTU ,5280hp ,GRP,GRP,Teak,10,5,1,2,2,NA,NA,NA,71919116,4000  litres,NA,NA,NA,NA
TULIP for sale,"€3,600,000",TULIP,Sail Yacht,NA,K & M Yachtbuilders ,26.61  metres,22.04  metres,6.12  metres,5.1  metres,NA,51,2012,Monohull,NA,NA,NA,NA,NA,NA,NA,Perkins ,215hp ,Aluminium,Aluminium,Teak,6,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
TULIP for sale,VAT paid,TULIP,Sail Yacht,NA,K & M Yachtbuilders ,26.61  metres,22.04  metres,6.12  metres,5.1  metres,NA,51,2012,Monohull,NA,NA,NA,NA,NA,NA,NA,Perkins ,215hp ,Aluminium,Aluminium,Teak,6,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
APRICITY,"$16,000,000",APRICITY,Motor Yacht,Mangusta 165 E,Overmarine ,49.9  metres,NA,9.19  metres,1.65  metres,485,295,2014,Deep V / Planing,2,ABS,40  kn,25  kn,40000  litres,900  nm,@ 20  kn,MTU ,13668hp ,GRP,GRP,"GRP,Teak",10,4,1,2,NA,NA,NA,NA,165/08,4000  litres,NA,NA,1,NA
WYLDECREST for sale,"£5,995,000",WYLDECREST,Motor Yacht,90 Ocean,Sunseeker ,27.1  metres,NA,7.16  metres,1.86  metres,NA,85,2021,Deep V / Planing,2,NA,26  kn,NA,13000  litres,1800  nm,@ 12  kn,MTU ,3800hp ,GRP,GRP,Teak,8,4,1,1,1,NA,NA,NA,NA,1570  litres,NA,NA,1,NA
TACANUYA for sale,POA,TACANUYA,Motor Yacht,NA,Swiftships ,56  metres,50.93  metres,9.3  metres,2.8  metres,610,295,1992,Full Displacement,3,RINA,24  kn,18  kn,110250  litres,4500  nm,@ 15  kn,Caterpillar ,5600hp ,Aluminium,Aluminium,Teak,17,7,NA,NA,NA,NA,NA,"2008-01-01,2006-01-01,1997-01-01",409,26498  litres,NA,NA,NA,NA
SCORPION for sale,"€21,900,000",SCORPION,Motor Yacht,46 Steel,Sanlorenzo ,46  metres,NA,9.3  metres,2.65  metres,499,NA,2015,Full Displacement,3,ABS,16  kn,12  kn,52000  litres,3500  nm,@ 11  kn,Caterpillar ,4022hp ,Steel,Aluminium,Teak,10,5,1,2,2,NA,Sanlorenzo ,NA,NA,12000  litres,NA,NA,NA,NA
HOME for sale,"€29,500,000",HOME,Motor Yacht,50M Alu,Heesen Yachts ,49.8  metres,NA,9.1  metres,2.15  metres,499,315,2017,Fast Displacement,3,NA,16.3  kn,12  kn,45000  litres,3750  nm,@ 12  kn,MTU ,1610hp ,NA,NA,NA,12,6,1,3,2,NA,NA,NA,178 50,16000  litres,NA,NA,NA,NA
LARGO for sale,"€2,100,000",LARGO,Motor Yacht,26,Timmerman ,27.4  metres,NA,6.5  metres,1.92  metres,127,112,2012,Full Displacement,2,DNV,11  kn,10.5  kn,NA,NA,NA,Diesel Caterpillar ,NA,Steel,Aluminium,Teak,8,4,NA,NA,NA,NA,NA,NA,26-2,NA,NA,NA,NA,NA
CLX96 for sale,NA,CLX96,Motor Yacht,RINA Hull Construction,CL Yachts ,29.5  metres,27.83  metres,7.32  metres,1.62  metres,218,87,NA,NA,NA,NA,27 kn (at half load),22  kn,15520  litres,NA,NA,Caterpillar ,NA,NA,NA,NA,8,4,1,NA,2,Semi-displacement ,Jozeph Forakis ,NA,NA,1890  litres,Alfaro Design ,Jozeph Forakis ,1,24  months delivery
DAYBREAK for sale,"$9,900,000",DAYBREAK,Motor Yacht,NA,Feadship ,46.7  metres,39.96  metres,8.66  metres,2.74  metres,469,475,1997,Full Displacement,3,LR,14  kn,12  kn,69000  litres,5800  nm,@ 12  kn,Caterpillar ,1810hp ,Steel,Aluminium,Teak,12,6,1,2,3,NA,"Eric Dumesny, Larvor ",NA,776,23000  litres,Frits De Voogt ,Frits De Voogt ,NA,NA
CD TWO for sale,"€2,950,000",CD TWO,Motor Yacht,NA,Nicolini ,43  metres,37.8  metres,8  metres,2.82  metres,316,251,1995,Semi Displacement,3,LR,17  kn,12.5  kn,58000  litres,2600  nm,@ 12.5  kn,MTU ,5200hp ,Steel,Aluminium,Teak,13,7,1,2,3,NA,Claudio Zampetti ,"2010-01-01,2006-01-01,1995-01-01,2008-01-01",NA,12000  litres,NA,Claudio Zampetti ,NA,NA
EDISON for sale,"$1,495,000",EDISON,Motor Yacht,NA,Westport ,28.96  metres,NA,7.01  metres,1.83  metres,NA,NA,1990,NA,NA,NA,14  kn,9  kn,22712.46  litres,NA,NA,CAT3406B ,NA,NA,NA,NA,8,3,NA,NA,NA,NA,Jack Sarin ,NA,NA,5640.26  litres,NA,NA,NA,NA
HOPPETOSSE for sale,"€3,800,000",HOPPETOSSE,Sail Yacht,100 FD,Nautor's Swan ,30.21  metres,26.28  metres,7.06  metres,5.5  metres,91,82,2006,Monohull,NA,BV,11  kn,9  kn,4000  litres,1200  nm,@ 9  kn,Perkins Sabre ,300hp ,GRP,GRP,Teak,6,3,1,1,1,NA,Nautor's Swan ,2010-01-01,100-103,1500  litres,German Frers ,German Frers ,NA,NA
PH3 for sale,"€2,700,000",PH3,Sail Yacht,Contest 72CS,Contest Yachts ,21.88  metres,18.99  metres,5.7  metres,2.8  metres,NA,44.3,2013,Monohull,NA,LR,12  kn,11.5  kn,1700  litres,NA,NA,Perkins ,216hp ,Composite,Composite,Teak,8,3,1,1,1,Monohull ,Wetzels-Brown ,NA,72CS/1,1600  litres,Contest Yachts ,Contest Yachts ,NA,NA
BEL AMI II for sale,"€1,950,000",BEL AMI II,Motor Yacht,NA,Codecasa ,34  metres,30.48  metres,7.1  metres,2.2  metres,209,180,1988,Full Displacement,2,LR,14  kn,12  kn,50000  litres,3200  nm,@ 12  kn,Deutz-MWM ,1410hp ,Steel,Aluminium,Teak,8,4,1,NA,2,Classic Yacht ,NA,"1998-01-01,2008-01-01",F.47,11000  litres,Codecasa ,Codecasa ,1,NA
COLUMBIA for sale,"$11,950,000",COLUMBIA,Sail Yacht,NA,Eastern Shipbuilding ,43.03  metres,NA,7.8  metres,6  metres,145,47,2024,Monohull,NA,NA,NA,10  kn,23666  litres,4000  nm,@ 10  kn,Caterpillar ,587hp ,Steel,Steel,Steel,12,4,NA,NA,NA,Classic Styled Yacht ,NA,NA,2,7760  litres,W. Starling Burgess ,W. Starling Burgess ,NA,NA
SANAM for sale,"€26,900,000",SANAM,Motor Yacht,Sport Yacht 170,Palmer Johnson ,52.4  metres,NA,9.5  metres,NA,495,NA,2016,Semi Displacement,2,LR,NA,NA,59308  litres,2516  nm,@ 12  kn,MTU ,NA,Aluminium,Aluminium,Teak,8,5,1,2,2,Semi-displacement ,Nuvolari Lenard ,NA,PJ170/3,NA,Palmer Johnson ,Nuvolari Lenard ,NA,NA
MUCHOS MAS for sale,"$28,499,000",MUCHOS MAS,Motor Yacht,Crescent 145,Crescent Custom Yachts ,43.9  metres,39.17  metres,8.7  metres,2.3  metres,491,265,2016,Semi Displacement,3,LR,18  kn,11  kn,45424  litres,NA,NA,MTU ,5470hp ,GRP,GRP,Teak,11,5,1,3,1,Semi-displacement ,Jonathan Quinn Barnett ,NA,NA,7571  litres,Jack Sarin ,Jonathan Quinn Barnett ,NA,NA
FLY BOYS for sale,"$2,745,000",FLY BOYS,Motor Yacht,95,Hargrave Custom Yachts ,28.96  metres,26.27  metres,6.1  metres,1.62  metres,148,NA,2002,Semi Displacement,2,NA,22.5  kn,19  kn,12112  litres,700  nm,@ 11  kn,Caterpillar ,2800hp ,GRP,GRP,Teak,10,4,NA,NA,NA,Semi-displacement ,Yacht Interiors by Shelley ,NA,625,2271  litres,J.B. Hargrave Yacht Design ,J.B. Hargrave Yacht Design ,NA,NA
LADYSHIP for sale,"€4,850,000",LADYSHIP,Motor Yacht,Diaship 4150,Heesen Yachts ,41  metres,35.84  metres,7.77  metres,2.41  metres,360,169,1994,Semi Displacement,3,ABS,21  kn,14.5  kn,40000  litres,3500  nm,@ 12  kn,MTU ,5120hp ,Aluminium,Aluminium,Teak,12,6,NA,4,2,NA,NA,NA,64 37,7300  litres,NA,NA,NA,NA
LACEY KAY for sale,"$11,200,000",LACEY KAY,Motor Yacht,96,Nordhavn ,29.26  metres,26.49  metres,7.32  metres,2.59  metres,199,181,2017,Full Displacement,3,ABS,12  kn,9  kn,26498  litres,3000  nm,@ 9.5  kn,Caterpillar ,908hp ,GRP,GRP,"GRP,Teak",10,5,NA,NA,NA,Displacement ,NA,NA,N9612,3407  litres,NA,NA,NA,NA
VAST 72 for sale,NA,VAST 72,Motor Yacht,NA,NA,72  metres,NA,12.7  metres,3.6  metres,1700,NA,NA,NA,NA,NA,18  kn,14  kn,NA,5000  nm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OTAM CUSTOM RANGE 115 for sale,"€16,200,000",OTAM CUSTOM RANGE 115,Motor Yacht,NA,Otam ,36.3  metres,NA,7.35  metres,1.5  metres,210,115,2024,NA,NA,NA,44  kn,32  kn,14000  litres,NA,NA,MTU ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000  litres,NA,NA,NA,NA
RUGOSA for sale,"€475,000",RUGOSA,Sail Yacht,NA,Herreshoff ,21.94  metres,12.2  metres,4.27  metres,2.6  metres,NA,30,1926,NA,NA,NA,NA,NA,378  litres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Classic Yacht ,NA,2007-01-01,NA,565  litres,NA,NA,NA,NA
BLEU DE NÎMES for sale,"€47,000,000",BLEU DE NÎMES,Motor Yacht,NA,Clelands ,72.1  metres,NA,11.4  metres,3  metres,1071,955,2019,Full Displacement,4,ABS | RINA,15  kn,11  kn,45000  litres,2000  nm,@ 11  kn,Cummins ,3360hp ,Steel,Steel,Teak,28,13,1,4,4,Classic Yacht ,NA,"1997-01-01,2020-09-01",345,24000  litres,NA,NA,NA,NA
VEGA for sale,"€295,000",VEGA,Sail Yacht,NA,Baglietto ,14.9  metres,NA,2.2  metres,2.1  metres,8,NA,1925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Classic Yacht ,NA,NA,NA,NA,NA,NA,NA,NA
PROJECT MIRAGE 401 for sale,"€13,500,000",PROJECT MIRAGE 401,Motor Yacht,Collezione 38,Gianetti ,38.4  metres,NA,8.1  metres,2.6  metres,320,250,2021,Semi Displacement,3,RINA,16.5  kn,12  kn,30500  litres,2400  nm,@ 12  kn,Caterpillar ,2600hp ,Aluminium,Aluminium,Teak,10,5,1,3,NA,NA,NA,NA,356,9000  litres,NA,NA,NA,NA
PALM B for sale,"€1,900,000",PALM B,Motor Yacht,NA,Akdeniz ,37  metres,NA,7.2  metres,1.84  metres,230,145,1997,Semi Displacement,NA,RINA | TL,17  kn,12  kn,12000  litres,1500  nm,@ 12  kn,Detroit Diesel ,2900hp ,"GRP,Mahogany","GRP,Wood",Teak,10,5,1,1,2,NA,NA,NA,NA,6000  litres,NA,NA,1,NA
AEGEAN SCHATZ for sale,"€950,000",AEGEAN SCHATZ,Sail Yacht,NA,Yener Yat ,26  metres,21.72  metres,7  metres,3.25  metres,199,90,2008,Gulet,NA,TL,13.8  kn,12  kn,6000  litres,NA,NA,MAN ,800hp ,"Epoxy,Wood","Epoxy,Wood",Teak,10,5,1,2,1,NA,NA,NA,NA,4000  litres,NA,NA,1,NA
MAVIHO for sale,NA,MAVIHO,Motor Yacht,NA,I.C. Yacht,18  metres,NA,5.36  metres,0.82  metres,NA,22,2017,NA,NA,NA,34  kn,25  kn,2000  litres,NA,NA,Volvo Penta IPS 950 ,1450hp ,NA,NA,NA,2,1,NA,NA,NA,Planing Fast Yacht ,NA,NA,NA,600  litres,NA,NA,NA,NA
BRAZIL for sale,"€7,500,000",BRAZIL,Motor Yacht,NA,Heesen Yachts ,44  metres,36.15  metres,8.43  metres,2.51  metres,361,204,1993,Semi Displacement,3,ABS,19  kn,14  kn,61500  litres,2300  nm,@ 15  kn,MTU ,4210hp ,Aluminium,Aluminium,Teak,10,5,1,2,2,NA,NA,"2016-01-01,2022-06-01",83 40,11000  litres,NA,NA,NA,NA
PRINCESS ILUKA for sale,"€4,000,000",PRINCESS ILUKA,Motor Yacht,NA,Ray Kemp ,34.5  metres,NA,6.6  metres,3.2  metres,158,NA,1979,Full Displacement,3,NA,12  kn,10  kn,20000  litres,NA,@ 2600  kn,Mercedes ,NA,Pine,Wood,Wood,10,5,NA,NA,NA,Classic Yacht ,NA,2018-01-01,NA,3500  litres,NA,NA,NA,NA
SEAGULL OF CAYMAN for sale,"€4,500,000",SEAGULL OF CAYMAN,Motor Yacht,NA,Feadship ,40  metres,35.05  metres,8.17  metres,2.44  metres,335,NA,1980,Full Displacement,3,NA,14  kn,13  kn,52235  litres,3500  nm,@ 12.5  kn,General Motors ,1350hp ,Steel,Aluminium,Teak,12,6,1,5,NA,Classic Yacht ,NA,"2006-01-01,1988-01-01",622,17115  litres,NA,NA,NA,NA
"NATIVA for sale","€7,500,000","NATIVA",Sail Yacht,NA,Arzana Navi ,48.4  metres,NA,9.6  metres,7  metres,410,NA,2012,Monohull,NA,RINA,12  kn,11  kn,NA,NA,NA,NA,NA,Aluminium,Aluminium,Teak,10,5,1,2,2,NA,NA,NA,C001,NA,NA,NA,NA,NA
COSTA MAGNA for sale,"€2,250,000",COSTA MAGNA,Motor Yacht,NA,Proteksan ,43.45  metres,36.45  metres,7.32  metres,2.2  metres,314,287,1986,Full Displacement,3,RINA,14  kn,12  kn,90000  litres,4300  nm,@ 12  kn,General Motors ,1730hp ,Steel,"Aluminium,Steel",Teak,12,5,1,2,2,NA,NA,"2011-01-01,2013-01-01",6,20000  litres,NA,NA,NA,NA
TURKS for sale,"€2,950,000",TURKS,Motor Yacht,Tradition,Benetti ,30.23  metres,25.04  metres,7.16  metres,1.86  metres,193,152,2007,Semi Displacement,3,RINA,15  kn,14  kn,22000  litres,2100  nm,@ 12  kn,Caterpillar ,2000hp ,GRP,GRP,Teak,8,4,NA,NA,NA,NA,NA,NA,BT 12,5500  litres,NA,NA,NA,NA
ALCOR for sale,"€3,900,000",ALCOR,Motor Yacht,Diaship 3500,Heesen Yachts ,35.6  metres,30.66  metres,7.58  metres,2.75  metres,286,245,1998,Full Displacement,3,ABS,13  kn,11  kn,46317  litres,3500  nm,@ 12  kn,Caterpillar ,960hp ,Steel,Aluminium,Teak,12,6,1,2,2,NA,NA,NA,108 35,8690  litres,NA,NA,NA,NA
PROJECT CENTURY X for sale,NA,PROJECT CENTURY X,Motor Yacht,NA,NA,110  metres,NA,16  metres,4.6  metres,4550,NA,2024,NA,NA,Lloyds Register (LR),19  kn,16  kn,NA,6000  nm,NA,NA,NA,NA,NA,NA,14,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Christopher Seymour Designs ,NA,NA
SEAGULL II for sale,"€5,900,000",SEAGULL II,Motor Yacht,NA,Uljanik ,54.16  metres,51.7  metres,8.41  metres,2.4  metres,460,475,1952,Full Displacement,4,CRS,14  kn,12  kn,45000  litres,3400  nm,@ 12  kn,Caterpillar ,1440hp ,Steel,"Aluminium,Steel",Teak,12,6,1,3,2,Classic Yacht ,NA,NA,138,25000  litres,NA,NA,NA,NA
YACHTI ANA for sale,"€2,250,000",YACHTI ANA,Motor Yacht,77S,Azimut ,23.6  metres,NA,5.55  metres,1.64  metres,88,58.2,2015,Deep V / Planing,2,NA,35  kn,28  kn,4000  litres,300  nm,@ 20  kn,Volvo Penta ,3000hp ,GRP,GRP,Teak,8,4,1,NA,2,NA,NA,NA,NA,1100  litres,NA,NA,1,NA
DAYDREAM for sale,"€3,990,000",DAYDREAM,Motor Yacht,NA,Christensen ,42.67  metres,38.7  metres,8.23  metres,2.3  metres,255,180,1991,Semi Displacement,3,AB,18  kn,14  kn,35579  litres,3000  nm,@ 10  kn,Detroit Diesel ,2900hp ,GRP,GRP,Teak,10,5,1,2,2,NA,NA,NA,008,6813  litres,NA,NA,NA,NA
TIFFANY for sale,POA,TIFFANY,Motor Yacht,82 GLX,Astondoa ,25  metres,NA,6.18  metres,1.7  metres,232,73,2000,Deep V / Planing,2,NA,30  kn,21  kn,8600  litres,400  nm,@ 24  kn,MTU ,3000hp ,GRP,GRP,Teak,8,4,1,NA,2,NA,NA,NA,82/03,1400  litres,NA,NA,1,NA
INDIGO STAR I for sale,"€3,900,000",INDIGO STAR I,Motor Yacht,Sm 38 My,Siar-Moschini ,38  metres,31.97  metres,7.7  metres,2.7  metres,310,155,1995,Semi Displacement,3,NA,17.5  kn,14  kn,40000  litres,1050  nm,@ 13  kn,MTU ,4570hp ,GRP,GRP,Teak,10,5,1,2,1,NA,NA,2018-01-01,5,7000  litres,NA,NA,1,NA
CHILLIN for sale,"$2,995,000",CHILLIN,Motor Yacht,Royalships Venture 88,Conrad ,27  metres,23.6  metres,7.01  metres,1.91  metres,195,141,2005,Full Displacement,3,DNV,13  kn,12  kn,34000  litres,3000  nm,@ 11.5  kn,Caterpillar ,1200hp ,Steel,Aluminium,Teak,10,4,NA,NA,NA,NA,NA,NA,NA,3120  litres,NA,NA,NA,NA
YOU & G for sale,"€7,890,000",YOU & G,Motor Yacht,Mangusta 130,Overmarine ,39.65  metres,NA,7.76  metres,1.7  metres,265,160,2009,Deep V / Planing,2,BV,39.5  kn,34  kn,24000  litres,530  nm,@ 34  kn,MTU ,9220hp ,GRP,GRP,"GRP,Teak",8,4,1,2,1,NA,NA,NA,130/16,3000  litres,NA,NA,NA,NA
STATE OF GRACE for sale,"€11,750,000",STATE OF GRACE,Sail Yacht,NA,Perini Navi ,39.4  metres,34.1  metres,9.13  metres,9  metres,254,300,2013,Monohull,NA,ABS,12  kn,11  kn,12000  litres,3000  nm,@ 11  kn,Caterpillar ,671hp ,Aluminium,Aluminium,Teak,8,4,1,1,2,NA,NA,2020-01-01,C.2180,5000  litres,NA,NA,NA,NA
LUMIERE for sale,"€1,300,000",LUMIERE,Motor Yacht,NA,Mochi Craft ,22.68  metres,NA,6.85  metres,1.68  metres,NA,NA,2006,NA,NA,NA,30  kn,25  kn,5650  litres,NA,NA,NA,NA,GRP,NA,NA,8,4,NA,2,2,NA,NA,NA,NA,990  litres,NA,NA,NA,NA
HAKUNA MATATA II for sale,"$880,000",HAKUNA MATATA II,Motor Yacht,Mangusta 80,Overmarine ,25.07  metres,19.77  metres,5.9  metres,1.58  metres,57,48,2000,Deep V / Planing,2,NA,42  kn,35  kn,6000  litres,340  nm,@ 25  kn,MTU ,3600hp ,GRP,GRP,"GRP,Teak",6,3,1,1,1,NA,NA,NA,80/35,1300  litres,NA,NA,NA,NA
FREEDOM for sale,"€4,900,000",FREEDOM,Motor Yacht,NA,Permare ,35.2  metres,NA,7.42  metres,2.2  metres,231,120,2009,Deep V / Planing,3,NA,27  kn,22  kn,14000  litres,900  nm,@ 22  kn,Caterpillar ,3850hp ,GRP,GRP,Teak,11,5,1,3,1,NA,NA,NA,116/1,2500  litres,NA,NA,NA,NA
AQUARIUS for sale,"$3,250,000",AQUARIUS,Motor Yacht,103S,Azimut ,30.91  metres,NA,7.1  metres,1.34  metres,152,105,2007,Deep V / Planing,2,RINA,28  kn,23  kn,12350  litres,600  nm,@ 20  kn,MTU ,4868hp ,GRP,GRP,Teak,8,4,1,NA,2,NA,NA,2020-03-01,AZ 103S/16,2500  litres,NA,NA,1,NA
ASGARD for sale,"€10,900,000",ASGARD,Sail Yacht,NA,Abeking & Rasmussen ,42.84  metres,30.48  metres,8.4  metres,3  metres,152,190,1993,Monohull,NA,NA,12  kn,10  kn,10750  litres,2500  nm,@ 10  kn,MTU ,985hp ,Mahogany,"Mahogany,Teak",Teak,8,4,NA,NA,NA,NA,NA,2015-05-01,6407,6300  litres,NA,NA,NA,NA
ZEUS I for sale,"€12,800,000",ZEUS I,Motor Yacht,Mangusta 165,Overmarine ,49.9  metres,42.3  metres,9.2  metres,1.9  metres,488,285,2009,Deep V / Planing,2,NA,37  kn,28  kn,40000  litres,600  nm,@ 24  kn,MTU ,13668hp ,GRP,GRP,"GRP,Teak",12,5,1,3,1,NA,NA,NA,165/03,7400  litres,NA,NA,NA,NA
R. PAOLUCCI for sale,"€3,500,000",R. PAOLUCCI,Motor Yacht,90,Picchiotti ,29.76  metres,NA,7.5  metres,3.21  metres,NA,152,1970,Deep V / Planing,2,NA,27  kn,14  kn,7500  litres,NA,NA,MAN ,3600hp ,Mahogany,"Mahogany,Teak",Teak,10,5,1,3,1,Classic Yacht ,NA,"2009-01-01,2018-01-01",NA,8000  litres,NA,NA,NA,NA
